CSV,0,23077056,1838,-77,11,0,0,0,0,-97,6,8751734,128
CSV,1,33624316,2089,-77,11,0,0,0,0,-97,6,14160399,128
CSV,2,43864402,2339,-78,11,0,0,0,0,-97,6,18094130,128
CSV,3,44006985,2347,-77,11,0,0,0,0,-97,6,18236717,128
CSV,4,60304720,2699,-77,11,0,0,0,0,-97,6,19287765,128
CSV,5,60442677,2699,-77,11,0,0,0,0,-97,6,19425737,128
CSV,6,71410168,2951,-78,11,0,0,0,0,-97,6,20237001,128
CSV,7,71491132,5,-79,11,1,3,0,0,-97,6,20238974,384
CSV,8,71586575,2951,-76,11,0,0,0,0,-97,6,20413400,128
CSV,9,71673276,6,-78,11,1,3,0,0,-97,6,20416561,384
CSV,10,71775246,2951,-79,11,0,0,0,0,-97,6,20602079,128
CSV,11,71863417,2951,-78,11,0,0,0,0,-97,6,20690258,128
CSV,12,84005466,3259,-75,11,0,0,0,0,-97,6,25770164,128
CSV,13,84139159,3259,-76,11,0,0,0,0,-97,6,25903865,128
CSV,14,87489118,3351,-80,11,0,0,0,0,-97,6,26717299,128
CSV,15,87624599,3351,-80,11,0,0,0,0,-97,6,26852812,128
CSV,16,88613489,3366,-76,11,0,0,0,0,-97,6,27841678,128
CSV,17,88694475,7,-81,11,1,3,0,0,-97,6,27842862,384
CSV,18,88788866,3366,-79,11,0,0,0,0,-97,6,28017055,128
CSV,19,88929605,3366,-79,11,0,0,0,0,-97,6,28157818,128
CSV,20,116568858,3982,-77,11,0,0,0,0,-97,6,37402117,128
CSV,21,120309228,3982,-77,11,0,0,0,0,-97,6,37911841,128
CSV,22,120444988,3982,-77,11,0,0,0,0,-97,6,38047620,128
CSV,23,137770401,146,-79,11,0,0,0,0,-97,6,43128146,128
CSV,24,144319424,392,-76,11,0,0,0,0,-97,6,44711162,128
CSV,25,144456206,392,-77,11,0,0,0,0,-97,6,44847956,128
CSV,26,159065145,720,-76,11,0,0,0,0,-97,6,53116470,128
CSV,27,163877977,892,-80,11,0,0,0,0,-97,6,54055686,128
CSV,28,163959118,8,-79,11,1,3,0,0,-97,6,54061343,384
CSV,29,164109730,892,-77,11,0,0,0,0,-97,6,54287439,128
CSV,30,168895585,1018,-77,11,0,0,0,0,-97,6,54864095,128
CSV,31,168976722,9,-79,11,1,3,0,0,-97,6,54865408,384
CSV,32,169070628,1018,-79,11,0,0,0,0,-97,6,55039134,128
CSV,33,169213557,1018,-80,11,0,0,0,0,-97,6,55182079,128
CSV,34,179750113,1250,-77,11,0,0,0,0,-97,6,56055911,128
CSV,35,179958311,903,-81,11,0,0,0,0,-97,6,56153682,128
CSV,36,180090415,1288,-77,11,0,0,0,0,-97,6,56285802,128
CSV,37,180307669,1288,-77,11,0,0,0,0,-97,6,56377367,128
CSV,38,180441424,1288,-77,11,0,0,0,0,-97,6,56511154,128
CSV,39,180978916,1288,-77,11,0,0,0,0,-97,6,56617891,128
CSV,40,181060033,10,-82,11,1,3,0,0,-97,6,56621130,384
CSV,41,181155972,1288,-80,11,0,0,0,0,-97,6,56794939,128
CSV,42,181297887,1288,-79,11,0,0,0,0,-97,6,56936870,128
CSV,43,200230204,1728,-80,11,0,0,0,0,-97,6,62455493,128
CSV,44,204531064,1778,-77,11,0,0,0,0,-97,6,62994531,128
CSV,45,204663813,1778,-77,11,0,0,0,0,-97,6,63127292,128
CSV,46,221017553,2089,-77,11,0,0,0,0,-97,6,72341059,128
CSV,47,231257629,2384,-77,11,0,0,0,0,-97,6,73799444,128
CSV,48,240305808,2521,-76,11,0,0,0,0,-97,6,75186689,128
CSV,49,240441478,2521,-77,11,0,0,0,0,-97,6,75322383,128
CSV,50,244673003,2649,-77,11,0,0,0,0,-97,6,75774643,128
CSV,51,244806451,2649,-77,11,0,0,0,0,-97,6,75908107,128
CSV,52,256351488,11,-79,11,1,2,0,0,-97,6,78828463,384
CSV,53,256434104,2962,-80,11,0,0,0,0,-97,6,78911104,128
CSV,54,256678224,2962,-77,11,0,0,0,0,-97,6,79155248,128
CSV,55,261465829,3071,-77,11,0,0,0,0,-97,6,81665308,128
CSV,56,261547005,12,-82,11,1,2,0,0,-97,6,81668982,384
CSV,57,261641729,3071,-80,11,0,0,0,0,-97,6,81841204,128
CSV,58,261782347,3071,-80,11,0,0,0,0,-97,6,81981838,128
CSV,59,272217985,3327,-79,11,0,0,0,0,-97,6,85726492,128
CSV,60,272527554,3342,-82,11,0,0,0,0,-97,6,85829517,128
CSV,61,272669870,3342,-79,11,0,0,0,0,-97,6,85971857,128
CSV,62,274880293,3386,-80,11,0,0,0,0,-97,6,87813478,128
CSV,63,274961438,13,-82,11,1,2,0,0,-97,6,87814428,384
CSV,64,275056233,3386,-80,11,0,0,0,0,-97,6,87989430,128
CSV,65,275195617,3386,-80,11,0,0,0,0,-97,6,88128830,128
CSV,66,284813143,3588,-79,11,0,0,0,0,-97,6,92345012,128
CSV,67,284945483,3588,-79,11,0,0,0,0,-97,6,92477364,128
CSV,68,300310180,3856,-79,11,0,0,0,0,-97,6,93592258,128
CSV,69,300443440,3856,-79,11,0,0,0,0,-97,6,93725540,128
CSV,70,304986094,3978,-79,11,0,0,0,0,-97,6,93984432,128
CSV,71,305127788,3978,-79,11,0,0,0,0,-97,6,94126138,128
